movie,genre,synopsis,year,rate,duration,votes,popularity
Hell or High Water,Crime|Drama|Western,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,2016,7.7,102,63359,69.0
Whiplash,Drama|Music,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,2014,8.5,107,443341,89.0
The Fault in Our Stars,Drama|Romance,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,2014,7.8,126,262538,681.0
Jojo Rabbit,Comedy|Drama|War,A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.,2019,8.0,108,64483,8.0
Star Trek Beyond,Action|Adventure|Sci-Fi,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy who puts them and everything the Federation stands for to the test.",2016,7.1,122,149563,137.0
Fences,Drama,"A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life.",2016,7.7,139,8505,46.0
Locke,Drama,"Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.",2013,7.1,85,96843,828.0
The Secret Life of Pets,Animation|Adventure|Comedy,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",2016,6.6,87,96807,49.0
Fury,Action|Drama|War,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",2014,7.6,134,320354,412.0
Ida,Drama,"Anna, a young novitiate nun in 1960s Poland, is on the verge of taking her vows when she discovers a dark family secret dating back to the years of the German occupation.",2013,7.4,82,37468,4384.0
Everest,Adventure|Biography|Drama,A climbing expedition on Mt. Everest is devastated by a severe snow storm.,2015,7.1,121,147875,396.0
"Two Days, One Night",Drama,"LiЏge, Belgium. Sandra is a factory worker who discovers that her workmates have opted for a EUR1,000 bonus in exchange for her dismissal. She has only a weekend to convince her colleagues to give up their bonuses in order to keep her job.",2014,7.4,95,34667,
Beauty and the Beast,Family|Fantasy|Musical,An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.,2017,7.3,129,195216,100.0
The Interview,Comedy,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",2014,6.6,112,256133,839.0
Kingsman: The Secret Service,Action|Adventure|Comedy,"A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.",2014,7.7,129,421034,213.0
Leviathan,Drama,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",2014,7.6,140,33871,3740.0
Furious 7,Action|Crime|Thriller,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,2015,7.2,137,289500,321.0
Pitch Perfect 2,Comedy|Music,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",2015,6.5,115,104104,540.0
Omar,Drama|Romance|Thriller,A young Palestinian freedom fighter agrees to work as an informant after he's tricked into an admission of guilt by association in the wake of an Israeli soldier's killing.,2013,7.6,96,10275,
Nightcrawler,Crime|Drama|Thriller,"When Louis Bloom, a driven man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",2014,7.9,117,315815,485.0
Shaun the Sheep Movie,Animation|Adventure|Comedy,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",2015,7.4,85,26311,
Chef,Comedy|Drama,"A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",2014,7.3,114,147180,862.0
John Wick,Action|Crime|Thriller,An ex-hitman comes out of retirement to track down the gangsters that took everything from him.,2014,7.2,101,274795,125.0
Ad Astra,Adventure|Drama|Mystery,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.",2019,6.7,123,133523,45.0
A Most Violent Year,Action|Crime|Drama,"In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.",2014,7.0,125,49121,1678.0
Zootopia,Animation|Adventure|Comedy,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",2016,8.1,108,252756,80.0
Batman v Superman: Dawn of Justice,Action|Adventure|Sci-Fi,"Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",2016,6.7,151,442880,90.0
The Theory of Everything,Biography|Drama|Romance,A look at the relationship between the famous physicist Stephen Hawking and his wife.,2014,7.7,123,285961,230.0
Tangerines,Drama|War,"War in Georgia, Apkhazeti region in 1990. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in.",2013,8.3,87,22799,
Wild Tales,Comedy|Drama|Thriller,Six short stories that explore the extremities of human behavior involving people in distress.,2014,8.1,122,103745,1036.0
The Jungle Book,Adventure|Drama|Family,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",2016,7.5,106,176667,88.0
Inferno,Action|Adventure|Crime,"When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot.",2016,6.2,121,65866,
Bad Grandpa,Comedy,"86-year-old Irving Zisman takes a trip from Nebraska to North Carolina to take his 8 year-old grandson, Billy, back to his real father.",2013,6.6,92,79665,3213.0
Hardcore Henry,Action|Adventure|Sci-Fi,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",2015,6.8,96,54790,537.0
Creed,Drama|Sport,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",2015,7.7,133,166218,438.0
Spy,Action|Comedy|Crime,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",2015,7.1,119,181222,520.0
Monster Trucks,Animation|Action|Adventure,"Looking for any way to get away from the life and town he was born into, Tripp (Lucas Till), a high school senior, builds a Monster Truck from bits and pieces of scrapped cars. After an ... See full summary »",2016,5.4,105,1153,44.0
Beyond the Lights,Drama|Music|Romance,"The pressures of fame have superstar singer Noni on the edge, until she meets Kaz, a young cop who works to help her find the courage to develop her own voice and break free to become the artist she was meant to be.",2014,6.9,116,12059,3727.0
Room,Drama,A young boy is raised within the confines of a small shed.,2015,8.2,118,199790,203.0
Theeb,Adventure|Drama|Thriller,"In the Ottoman province of Hijaz during World War I, a young Bedouin boy experiences a greatly hastened coming-of-age as he embarks on a perilous desert journey to guide a British officer to his secret destination.",2014,7.3,100,6984,
Boy and the World,Animation|Adventure|Family,A little boy goes on an adventurous quest in search of his father.,2013,7.6,80,4191,
Fantastic Beasts and Where to Find Them,Adventure|Family|Fantasy,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,2016,7.7,133,142249,
Trumbo,Biography|Drama,"In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs.",2015,7.5,124,54179,1291.0
A Beautiful Day in the Neighborhood,Biography|Drama,Based on the true story of a real-life friendship between Fred Rogers and journalist Tom Junod.,2019,7.6,109,16123,58.0
It Follows,Horror|Mystery,A young woman is followed by an unknown supernatural force after a sexual encounter.,2014,6.9,100,126401,123.0
Sully,Biography|Drama,"The story of Chesley Sullenberger, an American pilot who became a hero after landing his damaged plane on the Hudson River in order to save the flight's passengers and crew.",2016,7.5,96,102014,78.0
Little Women,Drama|Romance,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women each determined to live life on their own terms.",2019,8.1,135,36906,11.0
The Autopsy of Jane Doe,Horror,"A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets.",2016,6.9,86,16032,81.0
Youth,Comedy|Drama|Music,A retired orchestra conductor is on holiday with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.,2015,7.3,124,49919,843.0
Logan,Action|Drama|Sci-Fi,"In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.",2017,8.1,137,442119,62.0
